frame,time_sec,a1_eye_state,a2_pupil_position,a3_driving_status,a4_head_rotation,a5_head_front_tilt,a6_head_side_tilt,yaw_deg,pitch_deg,roll_deg,ear,blink_rate_per_min
7984,401.053,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.05,170.84,-5.01,0.192,56.0
7985,401.103,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.22,170.56,-5.01,0.2,56.0
7986,401.154,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.81,170.72,-5.17,0.199,56.0
7987,401.204,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.55,170.61,-5.35,0.201,56.0
7988,401.254,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.47,170.24,-5.52,0.194,56.0
7989,401.304,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.18,169.59,-5.51,0.192,56.0
7990,401.354,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.42,169.33,-5.22,0.192,56.0
7991,401.405,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.05,168.71,-5.17,0.198,56.0
7992,401.455,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.98,168.54,-4.77,0.19,56.0
7993,401.505,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.62,169.29,-5.03,0.196,56.0
7994,401.555,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.24,166.13,-4.65,0.19,56.0
7995,401.606,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.71,168.64,-4.66,0.189,56.0
7996,401.656,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.15,167.98,-4.94,0.171,56.0
7997,401.706,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.34,168.77,-4.38,0.171,56.0
7998,401.756,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.38,169.01,-4.0,0.201,56.0
7999,401.807,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.14,168.03,-4.32,0.17,56.0
8000,401.857,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,18.07,166.59,-4.26,0.165,56.0
8001,401.907,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,19.12,166.58,-4.72,0.184,56.0
8002,401.957,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,18.3,166.95,-4.71,0.212,56.0
8003,402.007,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,18.34,166.89,-5.13,0.215,56.0
8004,402.058,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.15,165.93,-4.71,0.222,56.0
8005,402.108,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.13,165.68,-4.75,0.2,56.0
8006,402.158,eyeClosed,center,distracted,center,extremeFrontTilt,straight,13.23,164.15,-4.77,0.056,56.0
8007,402.208,eyeClosed,center,distracted,center,extremeFrontTilt,straight,11.93,163.08,-4.49,0.019,56.0
8008,402.259,eyeClosed,center,distracted,center,extremeFrontTilt,straight,10.24,163.37,-4.02,0.046,56.0
8009,402.309,eyeClosed,center,distracted,center,extremeFrontTilt,straight,12.43,162.99,-4.96,0.092,56.0
8010,402.359,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.36,164.16,-4.98,0.116,56.0
8011,402.409,eyeClosed,center,distracted,center,extremeFrontTilt,straight,13.87,164.12,-5.43,0.112,56.0
8012,402.46,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.66,165.19,-5.38,0.14,56.0
8013,402.51,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.88,165.37,-5.88,0.166,56.0
8014,402.56,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.14,164.34,-6.12,0.185,56.0
8015,402.61,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.94,165.07,-6.33,0.201,56.0
8016,402.661,eyeClosed,center,distracted,center,extremeFrontTilt,straight,13.93,165.3,-6.32,0.198,56.0
8017,402.711,eyeClosed,center,distracted,center,extremeFrontTilt,straight,13.03,166.45,-6.53,0.184,56.0
8018,402.761,eyeClosed,center,distracted,center,extremeFrontTilt,straight,12.9,166.7,-6.42,0.203,56.0
8019,402.811,eyeClosed,center,distracted,center,extremeFrontTilt,straight,10.83,166.67,-6.09,0.181,56.0
8020,402.861,eyeClosed,center,distracted,center,extremeFrontTilt,straight,9.19,167.84,-6.52,0.188,56.0
8021,402.912,eyeClosed,center,distracted,center,extremeFrontTilt,straight,10.67,170.04,-6.43,0.205,56.0
8022,402.962,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-0.29,169.5,-4.97,0.203,56.0
8023,403.012,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-5.61,170.91,-4.1,0.156,56.0
8024,403.062,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-8.75,172.8,-3.62,0.182,56.0
8025,403.113,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-8.14,171.93,-3.33,0.219,55.0
8026,403.163,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-10.35,172.75,-2.97,0.221,55.0
8027,403.213,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-12.27,173.0,-2.32,0.234,55.0
8028,403.263,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-10.7,173.51,-2.34,0.205,55.0
8029,403.314,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-9.19,174.08,-2.15,0.223,55.0
8030,403.364,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-10.61,175.67,-1.58,0.219,55.0
8031,403.414,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-4.16,174.19,-1.66,0.197,55.0
8032,403.464,eyeClosed,center,distracted,center,extremeFrontTilt,straight,0.17,174.11,-1.82,0.178,55.0
8033,403.514,eyeClosed,center,distracted,center,extremeFrontTilt,straight,8.97,174.68,-1.77,0.176,54.0
8034,403.565,eyeClosed,center,distracted,center,extremeFrontTilt,straight,11.6,174.59,-2.67,0.182,54.0
8035,403.615,eyeClosed,center,distracted,center,extremeFrontTilt,straight,10.67,175.2,-3.01,0.17,53.0
8036,403.665,eyeClosed,center,distracted,center,extremeFrontTilt,straight,12.2,173.7,-3.83,0.205,53.0
8037,403.715,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.2,173.29,-3.6,0.211,53.0
8038,403.766,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.65,173.92,-3.64,0.201,53.0
8039,403.816,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.44,175.12,-3.52,0.191,53.0
8040,403.866,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,19.34,175.72,-3.96,0.174,53.0
8041,403.916,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,20.01,176.53,-3.53,0.172,53.0
8042,403.967,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.99,179.09,-2.31,0.197,53.0
8043,404.017,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.6,179.2,-2.47,0.195,52.0
8044,404.067,eyeClosed,center,distracted,45DegreeLeft,extremeBackTilt,straight,15.56,-178.85,-2.34,0.187,52.0
8045,404.117,eyeClosed,center,distracted,center,extremeBackTilt,straight,12.52,-176.67,-2.43,0.187,52.0
8046,404.167,eyeClosed,center,distracted,center,extremeBackTilt,straight,8.96,-176.29,-2.63,0.166,52.0
8047,404.218,eyeClosed,center,distracted,center,extremeBackTilt,straight,11.76,-175.47,-3.33,0.196,52.0
8048,404.268,eyeClosed,center,distracted,center,extremeBackTilt,straight,12.82,-174.48,-4.19,0.203,52.0
8049,404.318,eyeClosed,center,distracted,45DegreeLeft,extremeBackTilt,straight,15.35,-173.68,-4.53,0.186,52.0
8050,404.368,eyeClosed,center,distracted,45DegreeLeft,extremeBackTilt,straight,16.27,-174.94,-4.35,0.217,52.0
8051,404.419,eyeClosed,center,distracted,45DegreeLeft,extremeBackTilt,straight,17.74,-174.3,-4.14,0.201,52.0
8052,404.469,eyeClosed,center,distracted,45DegreeLeft,extremeBackTilt,straight,18.85,-174.58,-3.9,0.226,52.0
8053,404.519,eyeClosed,center,distracted,45DegreeLeft,extremeBackTilt,straight,17.02,-174.76,-3.84,0.229,52.0
8054,404.569,eyeOpen,center,distracted,45DegreeLeft,extremeBackTilt,straight,19.81,-174.82,-3.39,0.245,53.0
8055,404.62,eyeOpen,center,distracted,45DegreeLeft,extremeBackTilt,straight,19.99,-176.1,-3.1,0.249,53.0
8056,404.67,eyeOpen,center,distracted,45DegreeLeft,extremeBackTilt,straight,19.62,-175.19,-3.04,0.248,53.0
8057,404.72,eyeOpen,center,distracted,45DegreeLeft,extremeBackTilt,straight,18.88,-175.77,-3.29,0.246,53.0
8058,404.77,eyeOpen,center,distracted,45DegreeLeft,extremeBackTilt,straight,18.9,-176.23,-3.13,0.246,53.0
8059,404.82,eyeOpen,center,distracted,45DegreeLeft,extremeBackTilt,straight,18.58,-176.15,-3.42,0.239,53.0
8060,404.871,eyeOpen,center,distracted,45DegreeLeft,extremeBackTilt,straight,19.26,-176.04,-3.54,0.245,53.0
8061,404.921,eyeClosed,center,distracted,45DegreeLeft,extremeBackTilt,straight,19.15,-177.19,-4.02,0.213,53.0
8062,404.971,eyeClosed,center,distracted,45DegreeLeft,extremeBackTilt,straight,17.29,-177.45,-3.99,0.085,53.0
8063,405.021,eyeClosed,center,distracted,45DegreeLeft,extremeBackTilt,straight,16.65,-176.82,-3.96,0.052,53.0
8064,405.072,eyeClosed,center,distracted,45DegreeLeft,extremeBackTilt,straight,19.15,-177.98,-4.69,0.177,53.0
8065,405.122,eyeClosed,center,distracted,45DegreeLeft,extremeBackTilt,straight,19.22,-178.22,-4.5,0.196,53.0
8066,405.172,eyeClosed,center,distracted,45DegreeLeft,extremeBackTilt,straight,18.41,-178.97,-4.71,0.217,53.0
8067,405.222,eyeClosed,center,distracted,45DegreeLeft,extremeBackTilt,straight,17.53,-179.13,-4.47,0.229,53.0
8068,405.273,eyeClosed,center,distracted,45DegreeLeft,extremeBackTilt,straight,17.99,-179.01,-4.55,0.228,53.0
8069,405.323,eyeOpen,center,distracted,45DegreeLeft,extremeBackTilt,straight,17.28,-179.32,-4.35,0.234,54.0
8070,405.373,eyeOpen,center,distracted,center,extremeBackTilt,straight,15.0,-179.18,-4.41,0.239,54.0
8071,405.423,eyeOpen,center,distracted,center,extremeFrontTilt,straight,13.23,179.96,-4.86,0.239,54.0
8072,405.474,eyeOpen,center,distracted,center,extremeFrontTilt,straight,13.8,180.0,-4.51,0.257,54.0
8073,405.524,eyeOpen,center,distracted,center,extremeFrontTilt,straight,10.91,178.43,-4.43,0.252,54.0
8074,405.574,eyeOpen,center,distracted,center,extremeFrontTilt,straight,13.23,176.45,-5.04,0.251,54.0
8075,405.624,eyeOpen,center,distracted,center,extremeFrontTilt,straight,8.75,176.14,-4.07,0.247,53.0
8076,405.674,eyeOpen,center,distracted,center,extremeFrontTilt,straight,9.92,175.32,-4.37,0.257,53.0
8077,405.725,eyeOpen,center,distracted,center,extremeFrontTilt,straight,9.53,168.56,-3.76,0.238,53.0
8078,405.775,eyeOpen,center,distracted,center,extremeFrontTilt,straight,7.11,161.65,-3.1,0.249,52.0
8079,405.825,eyeOpen,center,distracted,center,extremeFrontTilt,straight,7.37,158.16,-1.96,0.241,52.0
8080,405.875,eyeClosed,center,distracted,center,extremeFrontTilt,headTopRight_NeckLeft,11.27,159.09,177.83,0.187,51.0
8081,405.926,eyeClosed,center,distracted,center,extremeFrontTilt,straight,5.93,153.0,-1.5,0.201,51.0
8082,405.976,eyeClosed,center,distracted,center,extremeFrontTilt,straight,6.07,153.93,-1.22,0.187,51.0
8083,406.026,eyeClosed,center,distracted,center,extremeFrontTilt,straight,5.87,153.7,-1.08,0.198,51.0
8084,406.076,eyeClosed,center,distracted,center,extremeFrontTilt,straight,6.4,153.42,-1.2,0.17,51.0
8085,406.127,eyeClosed,center,distracted,center,extremeFrontTilt,straight,6.69,153.78,-1.65,0.18,51.0
8086,406.177,eyeClosed,center,distracted,center,extremeFrontTilt,straight,8.25,154.99,-1.45,0.172,51.0
8087,406.227,eyeClosed,center,distracted,center,extremeFrontTilt,straight,8.2,155.28,-1.8,0.178,51.0
8088,406.277,eyeClosed,center,distracted,center,extremeFrontTilt,straight,8.74,155.52,-2.07,0.209,51.0
8089,406.327,eyeClosed,center,distracted,center,extremeFrontTilt,straight,8.59,156.1,-1.99,0.186,51.0
8090,406.378,eyeClosed,center,distracted,center,extremeFrontTilt,straight,8.24,156.87,-2.22,0.199,51.0
8091,406.428,eyeClosed,center,distracted,center,extremeFrontTilt,straight,8.62,157.45,-2.26,0.197,51.0
8092,406.478,eyeClosed,center,distracted,center,extremeFrontTilt,straight,8.46,157.04,-2.44,0.198,51.0
8093,406.528,eyeClosed,center,distracted,center,extremeFrontTilt,straight,8.8,157.07,-2.32,0.198,51.0
8094,406.579,eyeClosed,center,distracted,center,extremeFrontTilt,straight,9.2,156.86,-2.05,0.192,51.0
8095,406.629,eyeClosed,center,distracted,center,extremeFrontTilt,straight,9.29,157.72,-2.32,0.187,51.0
8096,406.679,eyeClosed,center,distracted,center,extremeFrontTilt,straight,9.21,157.65,-2.39,0.185,51.0
8097,406.729,eyeClosed,center,distracted,center,extremeFrontTilt,straight,9.94,157.82,-2.51,0.179,51.0
8098,406.78,eyeClosed,center,distracted,center,extremeFrontTilt,straight,10.15,157.37,-2.78,0.177,50.0
8099,406.83,eyeClosed,center,distracted,center,extremeFrontTilt,straight,9.49,156.72,-2.91,0.183,50.0
8100,406.88,eyeClosed,center,distracted,center,extremeFrontTilt,straight,9.96,154.25,-3.32,0.049,50.0
8101,406.93,eyeClosed,center,distracted,center,extremeFrontTilt,straight,10.07,155.29,-3.35,0.064,50.0
8102,406.98,eyeClosed,center,distracted,center,extremeFrontTilt,straight,10.7,157.7,-3.24,0.155,50.0
8103,407.031,eyeClosed,center,distracted,center,extremeFrontTilt,straight,11.5,158.94,-3.06,0.177,50.0
8104,407.081,eyeClosed,center,distracted,center,extremeFrontTilt,straight,12.3,160.85,-3.28,0.191,50.0
8105,407.131,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.21,163.08,-3.23,0.19,50.0
8106,407.181,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.74,165.3,-3.12,0.223,50.0
8107,407.232,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.06,165.08,-2.84,0.237,51.0
8108,407.282,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.49,165.45,-2.87,0.237,51.0
8109,407.332,eyeOpen,center,distracted,center,extremeFrontTilt,straight,12.88,165.82,-2.65,0.245,51.0
8110,407.382,eyeOpen,center,distracted,center,extremeFrontTilt,straight,12.54,165.93,-3.01,0.252,51.0
8111,407.433,eyeOpen,center,distracted,center,extremeFrontTilt,straight,12.14,166.38,-3.69,0.233,51.0
8112,407.483,eyeOpen,center,distracted,center,extremeFrontTilt,straight,11.33,167.37,-3.73,0.235,51.0
8113,407.533,eyeOpen,center,distracted,center,extremeFrontTilt,straight,11.56,168.75,-3.85,0.242,51.0
8114,407.583,eyeOpen,center,distracted,center,extremeFrontTilt,straight,11.24,170.53,-3.86,0.247,51.0
8115,407.633,eyeOpen,center,distracted,center,extremeFrontTilt,straight,9.33,174.03,-4.22,0.253,51.0
8116,407.684,eyeClosed,center,distracted,center,extremeFrontTilt,straight,2.37,177.45,-3.37,0.206,51.0
8117,407.734,eyeClosed,center,distracted,center,extremeFrontTilt,straight,1.54,177.37,-3.87,0.1,51.0
8118,407.784,eyeClosed,center,distracted,center,extremeBackTilt,straight,-1.61,-179.78,-4.11,0.117,51.0
8119,407.834,eyeClosed,center,distracted,center,extremeBackTilt,straight,-4.3,-179.13,-3.84,0.132,51.0
8120,407.885,eyeClosed,center,distracted,center,extremeBackTilt,straight,-5.17,-179.04,-3.87,0.126,51.0
8121,407.935,eyeClosed,center,distracted,center,extremeBackTilt,straight,-6.52,-179.67,-4.17,0.138,51.0
8122,407.985,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-6.03,179.41,-4.14,0.131,50.0
8123,408.035,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-8.25,177.24,-4.27,0.174,50.0
8124,408.086,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-10.08,177.37,-4.3,0.232,51.0
8125,408.136,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-6.8,177.44,-4.12,0.252,51.0
8126,408.186,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-5.82,177.12,-4.11,0.241,51.0
8127,408.236,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-7.28,175.92,-3.82,0.239,51.0
8128,408.287,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-6.17,175.53,-3.81,0.242,51.0
8129,408.337,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-6.7,175.91,-3.53,0.241,51.0
8130,408.387,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-6.45,175.5,-3.65,0.246,51.0
8131,408.437,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-5.38,176.31,-3.39,0.244,51.0
8132,408.487,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-5.86,176.16,-3.18,0.248,51.0
8133,408.538,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-5.6,175.73,-3.13,0.241,51.0
8134,408.588,eyeOpen,center,distracted,center,extremeFrontTilt,straight,-5.37,175.24,-3.23,0.238,51.0
8135,408.638,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-4.35,175.06,-3.43,0.221,51.0
8136,408.688,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-3.49,173.82,-3.44,0.129,51.0
8137,408.739,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-3.48,173.51,-3.49,0.108,51.0
8138,408.789,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-3.44,173.57,-3.41,0.168,51.0
8139,408.839,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-2.46,173.08,-3.5,0.201,51.0
8140,408.889,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-1.37,173.7,-3.62,0.208,51.0
8141,408.94,eyeOpen,center,distracted,center,extremeFrontTilt,straight,4.19,175.52,-3.22,0.239,52.0
8142,408.99,eyeOpen,center,distracted,center,extremeFrontTilt,straight,4.82,175.82,-3.4,0.236,52.0
8143,409.04,eyeOpen,center,distracted,center,extremeFrontTilt,straight,3.1,176.45,-3.62,0.25,52.0
8144,409.09,eyeOpen,center,distracted,center,extremeFrontTilt,straight,3.98,176.54,-4.15,0.253,52.0
8145,409.14,eyeOpen,center,distracted,center,extremeFrontTilt,straight,9.0,176.56,-4.18,0.253,52.0
8146,409.191,eyeOpen,center,distracted,center,extremeFrontTilt,straight,8.86,176.99,-3.87,0.25,52.0
8147,409.241,eyeOpen,center,distracted,center,extremeFrontTilt,straight,6.88,178.11,-3.68,0.267,52.0
8148,409.291,eyeOpen,center,distracted,center,extremeFrontTilt,straight,8.53,177.67,-3.95,0.27,52.0
8149,409.341,eyeOpen,center,distracted,center,extremeFrontTilt,straight,8.19,178.96,-4.02,0.275,52.0
8150,409.392,eyeOpen,center,distracted,center,extremeFrontTilt,straight,8.01,179.7,-3.77,0.274,52.0
8151,409.442,eyeOpen,center,distracted,center,extremeFrontTilt,straight,12.27,178.92,-3.81,0.276,52.0
8152,409.492,eyeOpen,center,distracted,center,extremeFrontTilt,straight,13.73,179.3,-4.02,0.285,52.0
8153,409.542,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.43,179.45,-4.15,0.287,52.0
8154,409.593,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.16,178.82,-3.91,0.254,52.0
8155,409.643,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.24,179.03,-3.87,0.253,52.0
8156,409.693,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.33,178.92,-3.78,0.253,52.0
8157,409.743,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.5,178.91,-3.77,0.258,52.0
8158,409.793,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.88,179.04,-3.63,0.258,52.0
8159,409.844,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.72,178.91,-3.5,0.258,52.0
8160,409.894,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.15,179.08,-3.5,0.257,52.0
8161,409.944,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.74,179.39,-3.46,0.257,52.0
8162,409.994,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.74,179.33,-3.28,0.255,52.0
8163,410.045,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.28,179.51,-3.39,0.252,52.0
8164,410.095,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.47,179.42,-3.15,0.249,52.0
8165,410.145,eyeClosed,center,distracted,center,extremeFrontTilt,straight,13.23,179.15,-3.26,0.131,52.0
8166,410.195,eyeClosed,center,distracted,center,extremeFrontTilt,straight,10.89,179.34,-3.21,0.042,52.0
8167,410.246,eyeClosed,center,distracted,center,extremeFrontTilt,straight,13.57,179.58,-3.75,0.151,52.0
8168,410.296,eyeClosed,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.21,179.5,-3.55,0.191,52.0
8169,410.346,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.69,179.09,-3.33,0.221,52.0
8170,410.396,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.62,179.32,-3.42,0.24,53.0
8171,410.446,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.38,179.4,-3.5,0.253,53.0
8172,410.497,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.38,179.55,-3.47,0.253,53.0
8173,410.547,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.0,179.43,-3.47,0.255,53.0
8174,410.597,eyeOpen,center,distracted,center,extremeFrontTilt,straight,13.58,178.94,-3.53,0.257,53.0
8175,410.647,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.28,179.08,-3.6,0.252,53.0
8176,410.698,eyeOpen,center,distracted,center,extremeFrontTilt,straight,10.83,179.13,-3.62,0.269,53.0
8177,410.748,eyeOpen,center,distracted,center,extremeFrontTilt,straight,12.1,178.69,-3.56,0.264,53.0
8178,410.798,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.87,177.91,-3.63,0.258,53.0
8179,410.848,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.23,177.26,-3.63,0.254,53.0
8180,410.899,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.39,177.16,-3.66,0.223,53.0
8181,410.949,eyeClosed,center,distracted,center,extremeFrontTilt,straight,12.07,176.14,-3.73,0.063,53.0
8182,410.999,eyeClosed,center,distracted,center,extremeFrontTilt,straight,9.46,176.42,-3.32,0.055,53.0
8183,411.049,eyeClosed,center,distracted,center,extremeFrontTilt,straight,13.28,177.15,-3.45,0.184,53.0
8184,411.1,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.31,176.65,-3.63,0.225,53.0
8185,411.15,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.12,176.88,-3.52,0.228,53.0
8186,411.2,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.61,176.75,-3.51,0.234,54.0
8187,411.25,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.21,176.88,-3.53,0.243,54.0
8188,411.3,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.18,177.63,-3.48,0.247,54.0
8189,411.351,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.5,179.85,-3.44,0.245,54.0
8190,411.401,eyeOpen,center,distracted,center,extremeBackTilt,straight,9.07,-179.0,-2.78,0.254,54.0
8191,411.451,eyeOpen,center,distracted,center,extremeBackTilt,straight,10.2,-178.71,-3.03,0.255,54.0
8192,411.501,eyeOpen,center,distracted,center,extremeBackTilt,straight,9.65,-178.47,-2.7,0.257,54.0
8193,411.552,eyeOpen,center,distracted,center,extremeBackTilt,straight,9.24,-178.66,-2.46,0.259,54.0
8194,411.602,eyeOpen,center,distracted,center,extremeBackTilt,straight,10.7,-178.85,-2.57,0.254,54.0
8195,411.652,eyeOpen,center,distracted,center,extremeBackTilt,straight,4.77,-177.65,-2.08,0.247,54.0
8196,411.702,eyeOpen,center,distracted,center,extremeBackTilt,straight,6.7,-178.13,-2.34,0.247,54.0
8197,411.753,eyeOpen,center,distracted,center,extremeBackTilt,straight,5.3,-177.73,-2.28,0.244,54.0
8198,411.803,eyeOpen,center,distracted,center,extremeBackTilt,straight,6.97,-177.98,-2.26,0.235,54.0
8199,411.853,eyeOpen,center,distracted,center,extremeBackTilt,straight,7.61,-178.16,-2.31,0.236,54.0
8200,411.903,eyeOpen,center,distracted,center,extremeBackTilt,straight,8.55,-178.28,-2.29,0.239,54.0
8201,411.953,eyeOpen,center,distracted,center,extremeBackTilt,straight,9.42,-177.86,-2.15,0.234,54.0
8202,412.004,eyeOpen,center,distracted,center,extremeBackTilt,straight,11.32,-177.44,-2.49,0.234,54.0
8203,412.054,eyeClosed,center,distracted,center,extremeBackTilt,straight,9.51,-176.92,-2.39,0.228,54.0
8204,412.104,eyeOpen,center,distracted,center,extremeBackTilt,straight,9.83,-178.27,-2.44,0.234,55.0
8205,412.154,eyeOpen,center,distracted,center,extremeBackTilt,straight,11.68,-177.33,-2.23,0.234,55.0
8206,412.205,eyeOpen,center,distracted,center,extremeBackTilt,straight,13.38,-177.7,-2.08,0.245,55.0
8207,412.255,eyeOpen,center,distracted,center,extremeBackTilt,straight,14.44,-177.88,-1.93,0.245,55.0
8208,412.305,eyeOpen,center,distracted,45DegreeLeft,extremeBackTilt,straight,15.13,-178.37,-1.94,0.246,55.0
8209,412.355,eyeOpen,center,distracted,45DegreeLeft,extremeBackTilt,straight,15.42,-178.56,-1.92,0.246,55.0
8210,412.406,eyeOpen,center,distracted,45DegreeLeft,extremeBackTilt,straight,15.44,-179.11,-2.13,0.252,55.0
8211,412.456,eyeOpen,center,distracted,45DegreeLeft,extremeBackTilt,straight,16.15,-179.11,-2.16,0.251,55.0
8212,412.506,eyeOpen,center,distracted,45DegreeLeft,extremeBackTilt,straight,15.83,-179.39,-2.1,0.253,55.0
8213,412.556,eyeOpen,center,distracted,45DegreeLeft,extremeBackTilt,straight,15.1,-179.2,-2.07,0.257,55.0
8214,412.606,eyeOpen,center,distracted,45DegreeLeft,extremeBackTilt,straight,15.58,-178.94,-2.11,0.261,55.0
8215,412.657,eyeOpen,center,distracted,center,extremeBackTilt,straight,14.94,-179.18,-2.06,0.263,55.0
8216,412.707,eyeOpen,center,distracted,center,extremeBackTilt,straight,14.63,-179.7,-2.1,0.257,55.0
8217,412.757,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.62,179.51,-2.3,0.259,55.0
8218,412.807,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.39,179.23,-2.41,0.256,55.0
8219,412.858,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.22,178.85,-2.69,0.245,54.0
8220,412.908,eyeClosed,center,distracted,center,extremeFrontTilt,straight,11.84,178.42,-2.77,0.134,54.0
8221,412.958,eyeClosed,center,distracted,center,extremeFrontTilt,straight,10.43,177.01,-2.78,0.117,54.0
8222,413.008,eyeClosed,center,distracted,center,extremeFrontTilt,straight,10.66,177.76,-2.2,0.185,54.0
