frame,time_sec,a1_eye_state,a2_pupil_position,a3_driving_status,a4_head_rotation,a5_head_front_tilt,a6_head_side_tilt,yaw_deg,pitch_deg,roll_deg,ear,blink_rate_per_min
245,12.307,eyeClosed,center,distracted,center,extremeBackTilt,straight,-2.8,-172.62,-0.2,0.146,10.0
246,12.357,eyeOpen,center,distracted,center,extremeBackTilt,straight,-4.26,-171.48,-0.18,0.233,11.0
247,12.407,eyeOpen,center,distracted,center,extremeBackTilt,straight,-4.18,-171.9,-0.33,0.236,11.0
248,12.458,eyeOpen,center,distracted,center,extremeBackTilt,straight,-5.14,-171.53,-0.1,0.265,11.0
249,12.508,eyeOpen,center,distracted,center,extremeBackTilt,straight,-5.5,-172.07,-0.16,0.279,11.0
250,12.558,eyeOpen,center,distracted,center,extremeBackTilt,straight,-4.2,-171.7,-0.35,0.28,11.0
251,12.608,eyeOpen,center,distracted,center,extremeBackTilt,straight,-2.36,-171.59,-0.24,0.282,11.0
252,12.658,eyeOpen,center,distracted,center,extremeBackTilt,straight,-3.86,-171.88,-0.25,0.284,11.0
253,12.709,eyeOpen,center,distracted,center,extremeBackTilt,straight,-5.66,-172.4,-0.0,0.298,11.0
254,12.759,eyeOpen,center,distracted,center,extremeBackTilt,straight,-6.33,-172.5,0.14,0.301,11.0
255,12.809,eyeOpen,center,distracted,center,extremeBackTilt,straight,-4.97,-172.74,0.12,0.29,11.0
256,12.859,eyeOpen,center,distracted,center,extremeBackTilt,straight,-3.75,-173.44,0.11,0.292,11.0
257,12.91,eyeOpen,center,distracted,center,extremeBackTilt,straight,-1.49,-173.42,0.28,0.295,11.0
258,12.96,eyeOpen,center,distracted,center,extremeBackTilt,straight,1.55,-173.7,0.21,0.293,11.0
259,13.01,eyeOpen,center,distracted,center,extremeBackTilt,straight,6.32,-173.79,0.31,0.291,11.0
260,13.06,eyeOpen,center,distracted,center,extremeBackTilt,straight,9.39,-173.92,0.28,0.294,11.0
261,13.111,eyeOpen,center,distracted,center,extremeBackTilt,straight,11.41,-173.94,0.35,0.294,11.0
262,13.161,eyeOpen,center,distracted,center,extremeBackTilt,straight,10.59,-173.96,0.36,0.292,11.0
263,13.211,eyeOpen,center,distracted,center,extremeBackTilt,straight,10.78,-174.26,0.2,0.286,11.0
264,13.261,eyeOpen,center,distracted,center,extremeBackTilt,straight,10.14,-173.72,0.19,0.286,11.0
265,13.312,eyeOpen,center,distracted,center,extremeBackTilt,straight,7.97,-173.92,0.08,0.284,11.0
266,13.362,eyeOpen,center,distracted,center,extremeBackTilt,straight,9.53,-174.43,0.02,0.287,11.0
267,13.412,eyeOpen,center,distracted,center,extremeBackTilt,straight,10.03,-174.6,0.12,0.293,11.0
268,13.462,eyeOpen,center,distracted,center,extremeBackTilt,straight,10.92,-174.75,0.2,0.296,11.0
269,13.512,eyeOpen,center,distracted,center,extremeBackTilt,straight,10.48,-175.05,0.22,0.301,11.0
270,13.563,eyeOpen,center,distracted,center,extremeBackTilt,straight,12.11,-175.88,0.1,0.298,11.0
271,13.613,eyeOpen,center,distracted,center,extremeBackTilt,straight,13.6,-176.07,0.14,0.295,11.0
272,13.663,eyeOpen,center,distracted,center,extremeBackTilt,straight,12.4,-175.69,0.1,0.295,11.0
273,13.713,eyeOpen,center,distracted,center,extremeBackTilt,straight,10.23,-175.51,-0.08,0.304,11.0
274,13.764,eyeOpen,center,distracted,center,extremeBackTilt,straight,10.54,-175.3,-0.6,0.304,11.0
275,13.814,eyeOpen,center,distracted,center,extremeBackTilt,straight,12.17,-174.68,-0.58,0.297,11.0
276,13.864,eyeOpen,center,distracted,center,extremeBackTilt,straight,11.1,-174.73,-0.84,0.288,11.0
277,13.914,eyeOpen,center,distracted,center,extremeBackTilt,straight,11.29,-174.16,-0.96,0.296,11.0
278,13.965,eyeOpen,center,distracted,center,extremeBackTilt,straight,12.93,-174.39,-1.07,0.259,11.0
279,14.015,eyeClosed,center,distracted,center,extremeBackTilt,straight,9.92,-174.43,-1.2,0.157,11.0
280,14.065,eyeClosed,center,distracted,center,extremeBackTilt,straight,9.76,-173.54,-1.4,0.15,11.0
281,14.115,eyeClosed,center,distracted,center,extremeBackTilt,straight,12.09,-174.2,-1.25,0.183,11.0
282,14.165,eyeClosed,center,distracted,center,extremeBackTilt,straight,12.22,-174.26,-0.86,0.195,11.0
283,14.216,eyeClosed,center,distracted,center,extremeBackTilt,straight,10.93,-173.99,-0.67,0.218,11.0
284,14.266,eyeClosed,center,distracted,center,extremeBackTilt,straight,12.28,-173.45,-0.67,0.229,11.0
285,14.316,eyeOpen,center,distracted,center,extremeBackTilt,straight,10.78,-173.8,-0.59,0.232,12.0
286,14.366,eyeOpen,center,distracted,center,extremeBackTilt,straight,11.73,-174.57,-0.76,0.233,12.0
287,14.417,eyeOpen,center,distracted,center,extremeBackTilt,straight,10.98,-174.76,-0.51,0.232,12.0
288,14.467,eyeOpen,center,distracted,center,extremeBackTilt,straight,9.13,-174.91,-0.33,0.233,12.0
289,14.517,eyeClosed,center,distracted,center,extremeBackTilt,straight,7.38,-175.15,-0.48,0.221,12.0
290,14.567,eyeClosed,center,distracted,center,extremeBackTilt,straight,5.79,-174.86,-0.43,0.218,12.0
291,14.618,eyeClosed,center,distracted,center,extremeBackTilt,straight,7.79,-174.78,-0.27,0.227,12.0
292,14.668,eyeOpen,center,distracted,center,extremeBackTilt,straight,8.96,-175.62,-0.34,0.235,13.0
293,14.718,eyeOpen,center,distracted,center,extremeBackTilt,straight,10.61,-177.26,-0.5,0.242,13.0
294,14.768,eyeOpen,center,distracted,center,extremeBackTilt,straight,9.31,-178.4,-0.74,0.242,13.0
295,14.818,eyeOpen,center,distracted,center,extremeBackTilt,straight,12.23,-178.93,-0.78,0.246,13.0
296,14.869,eyeOpen,center,distracted,center,extremeBackTilt,straight,11.9,-178.89,-0.7,0.241,13.0
297,14.919,eyeOpen,center,distracted,center,extremeBackTilt,straight,10.9,-179.13,-0.83,0.246,13.0
298,14.969,eyeOpen,center,distracted,center,extremeBackTilt,straight,12.3,-179.39,-1.03,0.25,13.0
299,15.019,eyeOpen,center,distracted,center,extremeBackTilt,straight,14.7,-179.47,-1.02,0.248,13.0
300,15.07,eyeOpen,center,distracted,center,extremeBackTilt,straight,14.59,-179.75,-1.18,0.255,13.0
301,15.12,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.05,178.69,-1.51,0.266,13.0
302,15.17,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.7,178.62,-1.54,0.269,13.0
303,15.22,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.29,178.67,-1.64,0.275,13.0
304,15.271,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.4,179.94,-1.51,0.275,13.0
305,15.321,eyeOpen,center,distracted,45DegreeLeft,extremeBackTilt,straight,16.58,-179.26,-1.03,0.277,13.0
306,15.371,eyeOpen,center,distracted,45DegreeLeft,extremeBackTilt,straight,17.0,-178.95,-0.86,0.274,13.0
307,15.421,eyeOpen,center,distracted,45DegreeLeft,extremeBackTilt,straight,17.68,-179.58,-1.07,0.272,13.0
308,15.471,eyeOpen,center,distracted,45DegreeLeft,extremeBackTilt,straight,17.22,-179.22,-0.93,0.27,13.0
309,15.522,eyeOpen,center,distracted,45DegreeLeft,extremeBackTilt,straight,17.14,-179.89,-0.8,0.278,13.0
310,15.572,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.06,179.99,-0.75,0.274,13.0
311,15.622,eyeOpen,center,distracted,center,extremeBackTilt,straight,14.25,-179.83,-0.79,0.272,13.0
312,15.672,eyeOpen,center,distracted,center,extremeBackTilt,straight,11.51,-179.07,-0.34,0.274,13.0
313,15.723,eyeOpen,center,distracted,center,extremeBackTilt,straight,11.21,-179.07,-0.16,0.274,13.0
314,15.773,eyeOpen,center,distracted,center,extremeFrontTilt,straight,13.06,179.92,-0.68,0.28,13.0
315,15.823,eyeOpen,center,distracted,center,extremeBackTilt,straight,11.89,-179.17,-0.81,0.272,13.0
316,15.873,eyeOpen,center,distracted,center,extremeFrontTilt,straight,10.92,179.33,-0.92,0.278,13.0
317,15.924,eyeOpen,center,distracted,center,extremeFrontTilt,straight,9.79,179.71,-0.81,0.276,13.0
318,15.974,eyeClosed,center,distracted,center,extremeFrontTilt,straight,10.2,178.98,-1.01,0.222,13.0
319,16.024,eyeClosed,center,distracted,center,extremeFrontTilt,straight,7.45,178.02,-0.56,0.097,13.0
320,16.074,eyeClosed,center,distracted,center,extremeFrontTilt,straight,7.53,178.34,-0.41,0.102,13.0
321,16.125,eyeClosed,center,distracted,center,extremeFrontTilt,straight,8.73,179.63,-0.34,0.116,13.0
322,16.175,eyeClosed,center,distracted,center,extremeBackTilt,straight,10.0,-178.53,-0.18,0.194,13.0
323,16.225,eyeClosed,center,distracted,center,extremeBackTilt,straight,10.71,-177.47,0.07,0.224,13.0
324,16.275,eyeOpen,center,distracted,center,extremeBackTilt,straight,11.59,-178.86,-0.72,0.232,14.0
325,16.325,eyeOpen,center,distracted,center,extremeFrontTilt,straight,13.11,179.89,-0.82,0.243,14.0
326,16.376,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.81,178.71,-1.38,0.241,14.0
327,16.426,eyeOpen,center,distracted,center,extremeFrontTilt,straight,13.66,178.3,-1.38,0.245,14.0
328,16.476,eyeOpen,center,distracted,center,extremeFrontTilt,straight,13.57,178.49,-1.42,0.245,14.0
329,16.526,eyeOpen,center,distracted,center,extremeFrontTilt,straight,13.83,179.53,-1.38,0.246,14.0
330,16.577,eyeOpen,center,distracted,center,extremeFrontTilt,straight,12.6,179.34,-1.76,0.23,14.0
331,16.627,eyeClosed,center,distracted,center,extremeFrontTilt,straight,11.28,178.98,-1.97,0.228,14.0
332,16.677,eyeClosed,center,distracted,center,extremeFrontTilt,straight,11.66,179.26,-2.03,0.23,14.0
333,16.727,eyeClosed,center,distracted,center,extremeFrontTilt,straight,12.68,179.26,-2.18,0.227,14.0
334,16.778,eyeOpen,center,distracted,center,extremeFrontTilt,straight,13.39,179.45,-2.25,0.233,15.0
335,16.828,eyeOpen,center,distracted,center,extremeFrontTilt,straight,14.36,179.13,-2.3,0.231,15.0
336,16.878,eyeOpen,center,distracted,center,extremeFrontTilt,straight,13.63,178.87,-2.29,0.233,15.0
337,16.928,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,15.76,178.48,-2.57,0.244,15.0
338,16.978,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,16.84,177.92,-2.62,0.243,15.0
339,17.029,eyeOpen,center,distracted,45DegreeLeft,extremeFrontTilt,straight,17.2,176.5,-2.75,0.237,15.0
340,17.079,eyeClosed,center,distracted,center,extremeFrontTilt,straight,13.21,174.58,-2.64,0.09,15.0
341,17.129,eyeClosed,center,distracted,center,extremeFrontTilt,straight,11.17,173.91,-2.57,0.062,15.0
342,17.179,eyeClosed,center,distracted,center,extremeFrontTilt,straight,11.82,174.98,-2.46,0.131,15.0
343,17.23,eyeClosed,center,distracted,center,extremeFrontTilt,straight,10.73,174.91,-2.12,0.12,15.0
344,17.28,eyeClosed,center,distracted,center,extremeFrontTilt,straight,7.77,174.32,-1.87,0.147,15.0
345,17.33,eyeClosed,center,distracted,center,extremeFrontTilt,straight,5.26,172.78,-1.91,0.13,15.0
346,17.38,eyeClosed,center,distracted,center,extremeFrontTilt,straight,3.15,169.74,-2.67,0.111,15.0
347,17.431,eyeClosed,center,distracted,center,extremeFrontTilt,straight,3.41,170.65,-2.93,0.078,15.0
348,17.481,eyeClosed,center,distracted,center,extremeFrontTilt,straight,6.57,172.24,-3.27,0.161,15.0
349,17.531,eyeClosed,center,distracted,center,extremeFrontTilt,straight,5.29,172.83,-2.73,0.192,15.0
350,17.581,eyeClosed,center,distracted,center,extremeFrontTilt,straight,6.41,173.43,-2.73,0.178,15.0
351,17.631,eyeClosed,center,distracted,center,extremeFrontTilt,straight,6.39,174.52,-1.81,0.199,15.0
352,17.682,eyeClosed,center,distracted,center,extremeFrontTilt,straight,6.97,173.59,-1.34,0.181,15.0
353,17.732,eyeClosed,center,distracted,center,extremeFrontTilt,straight,6.9,173.94,-1.1,0.185,15.0
354,17.782,eyeClosed,center,distracted,center,extremeFrontTilt,straight,5.31,175.86,-1.15,0.178,15.0
355,17.832,eyeClosed,center,distracted,center,extremeFrontTilt,straight,5.88,175.91,-0.9,0.213,15.0
356,17.883,eyeClosed,center,distracted,center,extremeFrontTilt,straight,6.57,175.1,-0.82,0.2,15.0
357,17.933,eyeClosed,center,distracted,center,extremeFrontTilt,straight,5.9,174.74,-0.8,0.204,15.0
358,17.983,eyeClosed,center,distracted,center,extremeFrontTilt,straight,6.32,175.29,-0.85,0.206,15.0
359,18.033,eyeClosed,center,distracted,center,extremeFrontTilt,straight,5.78,175.23,-1.09,0.194,15.0
360,18.084,eyeClosed,center,distracted,center,extremeFrontTilt,straight,4.54,175.38,-1.13,0.211,15.0
361,18.134,eyeClosed,center,distracted,center,extremeFrontTilt,straight,4.34,174.86,-1.06,0.218,15.0
362,18.184,eyeClosed,center,distracted,center,extremeFrontTilt,straight,3.31,174.87,-0.9,0.216,15.0
363,18.234,eyeClosed,center,distracted,center,extremeFrontTilt,straight,4.13,175.18,-0.84,0.221,15.0
364,18.284,eyeClosed,center,distracted,center,extremeFrontTilt,straight,4.4,176.93,-0.93,0.226,15.0
365,18.335,eyeClosed,center,distracted,center,extremeFrontTilt,straight,3.21,177.13,-0.93,0.222,15.0
366,18.385,eyeClosed,center,distracted,center,extremeFrontTilt,straight,2.72,176.39,-0.72,0.218,15.0
367,18.435,eyeClosed,center,distracted,center,extremeFrontTilt,straight,1.89,174.68,-0.75,0.06,15.0
368,18.485,eyeClosed,center,distracted,center,extremeFrontTilt,straight,1.01,173.4,-0.68,0.064,15.0
369,18.536,eyeClosed,center,distracted,center,extremeFrontTilt,straight,0.82,172.56,-0.92,0.047,15.0
370,18.586,eyeClosed,center,distracted,center,extremeFrontTilt,straight,1.84,173.79,-0.52,0.119,15.0
371,18.636,eyeClosed,center,distracted,center,extremeFrontTilt,straight,2.76,173.76,-0.58,0.121,15.0
372,18.686,eyeClosed,center,distracted,center,extremeFrontTilt,straight,3.0,174.5,-0.46,0.155,15.0
373,18.737,eyeClosed,center,distracted,center,extremeFrontTilt,straight,4.03,174.75,-0.64,0.18,15.0
374,18.787,eyeClosed,center,distracted,center,extremeFrontTilt,straight,3.29,175.43,-0.65,0.193,15.0
375,18.837,eyeClosed,center,distracted,center,extremeFrontTilt,straight,3.01,175.29,-0.49,0.203,15.0
376,18.887,eyeClosed,center,distracted,center,extremeFrontTilt,straight,3.04,175.46,-0.54,0.208,15.0
377,18.938,eyeClosed,center,distracted,center,extremeFrontTilt,straight,3.51,175.31,-0.69,0.21,15.0
378,18.988,eyeClosed,center,distracted,center,extremeFrontTilt,straight,2.97,175.83,-0.73,0.211,15.0
379,19.038,eyeClosed,center,distracted,center,extremeFrontTilt,straight,2.83,176.04,-0.68,0.214,15.0
380,19.088,eyeClosed,center,distracted,center,extremeFrontTilt,straight,2.37,175.76,-0.61,0.216,15.0
381,19.138,eyeClosed,center,distracted,center,extremeFrontTilt,straight,1.95,175.84,-0.6,0.215,15.0
382,19.189,eyeClosed,center,distracted,center,extremeFrontTilt,straight,2.27,175.84,-0.59,0.208,15.0
383,19.239,eyeClosed,center,distracted,center,extremeFrontTilt,straight,2.92,176.16,-0.68,0.213,15.0
384,19.289,eyeClosed,center,distracted,center,extremeFrontTilt,straight,2.68,175.94,-0.51,0.218,15.0
385,19.339,eyeClosed,center,distracted,center,extremeFrontTilt,straight,3.54,175.6,-0.55,0.217,15.0
386,19.39,eyeClosed,center,distracted,center,extremeFrontTilt,straight,3.14,175.75,-0.55,0.21,15.0
387,19.44,eyeClosed,center,distracted,center,extremeFrontTilt,straight,0.65,176.17,-0.58,0.101,15.0
388,19.49,eyeClosed,center,distracted,center,extremeFrontTilt,straight,0.65,175.59,-0.78,0.112,15.0
389,19.54,eyeClosed,center,distracted,center,extremeFrontTilt,straight,0.88,176.23,-0.67,0.115,15.0
390,19.591,eyeClosed,center,distracted,center,extremeFrontTilt,straight,1.68,176.09,-0.6,0.129,15.0
391,19.641,eyeClosed,center,distracted,center,extremeFrontTilt,straight,1.62,176.0,-0.41,0.162,15.0
392,19.691,eyeClosed,center,distracted,center,extremeFrontTilt,straight,2.41,176.62,-0.36,0.177,15.0
393,19.741,eyeClosed,center,distracted,center,extremeFrontTilt,straight,1.77,176.48,-0.17,0.188,15.0
394,19.791,eyeClosed,center,distracted,center,extremeFrontTilt,straight,2.56,177.15,-0.1,0.192,15.0
395,19.842,eyeClosed,center,distracted,center,extremeFrontTilt,straight,2.59,176.36,-0.25,0.202,15.0
396,19.892,eyeClosed,center,distracted,center,extremeFrontTilt,straight,1.16,176.67,0.02,0.204,15.0
397,19.942,eyeClosed,center,distracted,center,extremeFrontTilt,straight,1.04,176.89,-0.1,0.213,15.0
398,19.992,eyeClosed,center,distracted,center,extremeFrontTilt,straight,1.71,178.05,-0.11,0.213,15.0
399,20.043,eyeClosed,center,distracted,center,extremeFrontTilt,straight,2.4,177.55,-0.13,0.211,15.0
400,20.093,eyeClosed,center,distracted,center,extremeFrontTilt,straight,3.16,176.63,-0.21,0.206,15.0
401,20.143,eyeClosed,center,distracted,center,extremeFrontTilt,straight,2.98,176.62,-0.25,0.218,15.0
402,20.193,eyeClosed,center,distracted,center,extremeFrontTilt,straight,2.97,176.64,-0.15,0.223,15.0
403,20.244,eyeClosed,center,distracted,center,extremeFrontTilt,straight,3.55,176.86,-0.33,0.228,15.0
404,20.294,eyeClosed,center,distracted,center,extremeFrontTilt,straight,2.55,176.56,-0.44,0.225,15.0
405,20.344,eyeClosed,center,distracted,center,extremeFrontTilt,straight,3.18,176.74,-0.57,0.226,15.0
406,20.394,eyeClosed,center,distracted,center,extremeFrontTilt,straight,2.43,177.14,-0.4,0.222,15.0
407,20.444,eyeClosed,center,distracted,center,extremeFrontTilt,straight,1.88,177.3,-0.22,0.208,15.0
408,20.495,eyeClosed,center,distracted,center,extremeFrontTilt,straight,3.17,177.27,-0.39,0.214,15.0
409,20.545,eyeClosed,center,distracted,center,extremeFrontTilt,straight,2.22,177.54,-0.45,0.207,15.0
410,20.595,eyeClosed,center,distracted,center,extremeFrontTilt,straight,0.2,177.71,-0.24,0.208,15.0
411,20.645,eyeClosed,center,distracted,center,extremeFrontTilt,straight,3.09,177.76,-0.23,0.209,15.0
412,20.696,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-0.68,177.57,-0.13,0.208,15.0
413,20.746,eyeClosed,center,distracted,center,extremeFrontTilt,straight,0.38,177.09,0.21,0.205,15.0
414,20.796,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-0.71,174.88,0.58,0.183,15.0
415,20.846,eyeClosed,center,distracted,center,extremeFrontTilt,straight,2.37,174.21,0.23,0.154,15.0
416,20.897,eyeClosed,center,distracted,center,extremeFrontTilt,straight,0.73,174.49,0.18,0.146,15.0
417,20.947,eyeClosed,center,distracted,center,extremeFrontTilt,straight,1.51,173.94,-0.18,0.131,15.0
418,20.997,eyeClosed,center,distracted,center,extremeFrontTilt,straight,1.5,174.74,-0.49,0.153,15.0
419,21.047,eyeClosed,center,distracted,center,extremeFrontTilt,straight,1.53,175.7,-0.71,0.158,15.0
420,21.097,eyeClosed,center,distracted,center,extremeFrontTilt,straight,2.35,175.46,-0.93,0.176,15.0
421,21.148,eyeClosed,center,distracted,center,extremeFrontTilt,straight,0.5,176.35,-0.71,0.196,15.0
422,21.198,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-0.54,175.73,-0.72,0.193,15.0
423,21.248,eyeClosed,center,distracted,center,extremeFrontTilt,straight,-0.23,176.75,-0.61,0.191,15.0
424,21.298,eyeClosed,center,distracted,center,extremeFrontTilt,straight,1.31,176.84,-0.74,0.209,15.0
425,21.349,eyeClosed,center,distracted,center,extremeFrontTilt,straight,2.18,176.08,-0.73,0.199,15.0
426,21.399,eyeOpen,center,distracted,center,extremeFrontTilt,straight,5.62,174.7,-0.62,0.231,16.0
427,21.449,eyeClosed,center,distracted,center,extremeFrontTilt,straight,7.72,175.81,-0.86,0.218,16.0
428,21.499,eyeClosed,center,distracted,center,extremeFrontTilt,straight,9.39,176.96,-0.84,0.219,16.0
429,21.55,eyeClosed,center,distracted,center,extremeFrontTilt,straight,6.54,174.97,-1.1,0.214,16.0
430,21.6,eyeClosed,center,distracted,center,extremeFrontTilt,straight,7.94,175.05,-1.3,0.212,16.0
431,21.65,eyeClosed,center,distracted,center,extremeFrontTilt,straight,9.97,174.61,-1.73,0.225,16.0
432,21.7,eyeOpen,center,distracted,center,extremeFrontTilt,straight,11.35,174.37,-1.88,0.232,17.0
433,21.75,eyeClosed,center,distracted,center,extremeFrontTilt,straight,9.58,174.49,-2.11,0.223,17.0
434,21.801,eyeClosed,center,distracted,center,extremeFrontTilt,straight,9.23,174.28,-1.99,0.211,17.0
435,21.851,eyeClosed,center,distracted,center,extremeFrontTilt,straight,9.33,173.76,-2.36,0.216,17.0
436,21.901,eyeOpen,center,distracted,center,extremeFrontTilt,straight,11.61,174.63,-2.67,0.236,18.0
437,21.951,eyeOpen,center,distracted,center,extremeFrontTilt,straight,9.23,173.67,-2.87,0.252,18.0
438,22.002,eyeOpen,center,distracted,center,extremeFrontTilt,straight,12.94,172.26,-3.58,0.24,18.0
439,22.052,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.32,173.26,-4.19,0.23,18.0
440,22.102,eyeClosed,center,distracted,center,extremeFrontTilt,straight,12.58,175.66,-3.31,0.218,18.0
441,22.152,eyeClosed,center,distracted,center,extremeFrontTilt,straight,14.86,175.77,-3.38,0.215,18.0
442,22.203,eyeClosed,center,distracted,center,extremeFrontTilt,straight,13.64,178.82,-3.22,0.222,18.0
443,22.253,eyeClosed,center,distracted,center,extremeFrontTilt,straight,12.41,174.78,-3.51,0.209,18.0
444,22.303,eyeClosed,center,distracted,center,extremeFrontTilt,straight,11.78,177.7,-3.18,0.222,18.0
445,22.353,eyeClosed,center,distracted,center,extremeFrontTilt,straight,11.38,176.75,-3.03,0.194,18.0
